LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,FACILITYID,Shape_Area,AREA,PERCENTAGE,...1,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,TN - mg/L,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,...117,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Event,RC_M,RC_WMA,RC_CF,na.rm,RCandCF,RC_Mcf,RC_WMAcf,RC_WMAcf_M,Stormwater Volume (acre-ft)_RC,Stormwater Volume (acre-ft)_RC_M,Stormwater Volume (acre-ft)_RC_Event,Stormwater Volume (acre-ft)_RC_Mcf,Stormwater Volume (acre-ft)_RC_WMAcf,Stormwater Volume (acre-ft)_RC_WMAcf_M
TRANS,60,Streets and Roads,surface street,0.471,L01-724-4 (L01P03),1372613.6047040506,31.51099851182142,9.010293440195936,25,2023-01-10T09:07:00Z,2649003,Total,Grab,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,3300,3700,>=24000,NA,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,NA,NA,NA,NA,0.35329045585238644,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.2093498790221276,31.27884123028557,260.38882070856647,NA,NA,19.676694530413627,154.299011510318
TRANS,60,Streets and Roads,surface street,0.471,L01-724-4 (L01P03),1372613.6047040506,31.51099851182142,9.010293440195936,26,2023-01-10T09:07:00Z,2656001,Total,Composite,2023-01-10T02:03:00Z,2023-01-10T23:00:00Z,231550.8,<2,<2,<2,J1.49,<2,<5,<5,<5,<5,J1.1200000000000001,<10,<5,J1.31,J2.77,J4.6399999999999997,J1.75,<5,<5,<5,<5,J1.82,<4,J0.81899999999999995,<2,<1,J3.45,<2,<1,<5,J3.56,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.28,J1.1299999999999999,<5,<5,J2.81,<5,<2,<5,<2,<10,<5,J4.08,J3.95,<10,6.34,<4,<6,<25,J0.84399999999999997,<2,2.9,1.8,103,5.8,10,10,446,3100,1.4,45.7,65,<0.05,<0.05,8.5,2.1,<0.2,<0.2,11,49,<0.1,250,1.3,1.1,0.34,H7.91,1.7,1900,340,H20.8,1100,14,89,45,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,0.471,0.16547420960804377,TRUE,0.07793835272538861,NA,0.2962936847817557,0.2093498790221276,31.27884123028557,260.38882070856647,43.08763429752066,NA,19.676694530413627,154.299011510318
TRANS,60,Streets and Roads,surface street,0.471,L01-724-4 (L01P03),1372613.6047040506,31.51099851182142,9.010293440195936,27,2023-01-10T09:07:00Z,2656005,Total,Composite,2023-01-10T02:03:00Z,2023-01-10T23:03:00Z,231550.8,<2,<2,<2,J1.89,<2,<5,<5,<5,<5,J1.1599999999999999,<10,J1.19,J1.68,J2.69,J4.6100000000000003,J1.9,<5,<5,<5,<5,J2,<4,J1.03,<2,<1,J3.77,<2,<1,<5,J3.2,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J4.8499999999999996,<5,<5,<5,J2.58,<5,<2,<5,<2,<10,<5,J4.25,J4.33,<10,8.02,<4,<6,<25,J0.80500000000000005,<2,3.1,1.9,106,6.8,11,11,459,3900,1.7,47.1,74,<0.05,<0.05,9.1,2.2000000000000002,<0.2,<0.2,11,55,<0.1,250,1.3,1.3,0.33,H8,1.6,1900,340,H20.8,1100,<20,83,44,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,323,{4397F881-B343-464B-9EAA-09390E6E5C26},349.72191376,238,238,24,10843.46497,238,{1A565B60-44E0-4E2C-84FE-2362549F11C4},L01P03,24,PALISADES,25.29,2023-01-10,2023-01-10,3.12,0.058460458944239124,0.35329045585238644,0.471,0.16547420960804377,TRUE,0.07793835272538861,NA,0.2962936847817557,0.2093498790221276,31.27884123028557,260.38882070856647,43.08763429752066,NA,19.676694530413627,154.299011510318
TRANS,60,Streets and Roads,surface street,0.471,L01-728-5 (L01-DP),183094.55095290893,4.203289332720614,17.00102075681323,28,2023-01-10T09:28:00Z,2649002,Total,Grab,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,3000,2900,>=22000,NA,NA,NA,NA,NA,NA,377,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,NA,NA,NA,NA,0.41746529026640855,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.19791064555499266,3.515704755450843,18.328903308073393,NA,NA,2.2116371902277536,8.689309436243045
TRANS,60,Streets and Roads,surface street,0.471,L01-728-5 (L01-DP),183094.55095290893,4.203289332720614,17.00102075681323,29,2023-01-10T09:28:00Z,2656002,Total,Composite,2023-01-10T02:00:00Z,2023-01-10T23:00:00Z,28320.3,<2,<2,<2,<2,<2,J1.03,<5,<5,<5,<5,<10,<5,<5,J2.08,J3.8,J1.24,<5,<5,<5,<5,J1.31,<4,<2,<2,<1,J2.87,<2,<1,<5,J3.06,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J3.34,J1.81,<5,<5,J2.0099999999999998,<5,<2,<5,<2,<10,<5,J4.63,J3.98,<10,5.92,<4,<6,<25,<2,<2,1.8,<0.2,70.5,2,12,10,263,470,0.77,21.2,15,7.49999999999999E-2,<0.05,3.1,1.3,<0.2,<0.2,11,41,<0.1,120,2.1,1.8,0.26,H7.88,1.1,1100,170,H21,690,<5.6,8.1,9.19999999999999,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,377,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,2023-01-10,2023-01-10,2.28,0.1384020342195577,0.41746529026640855,0.471,0.3315294407619743,TRUE,0.1561503665988899,NA,0.2962936847817557,0.19791064555499266,3.515704755450843,18.328903308073393,6.076571063505873,NA,2.2116371902277536,8.689309436243045
TRANS,60,Streets and Roads,surface street,0.471,L01-728-5 (L01-DP),183094.55095290893,4.203289332720614,17.00102075681323,30,2023-01-11T09:28:00Z,2656004,Dissolved,Composite,2023-01-10T02:00:00Z,2023-01-10T23:00:00Z,28320.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,<0.2,NA,1.4,9.9,NA,NA,41,<0.2,NA,7,NA,<0.05,2.7,1.3,<0.2,<0.2,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,{D0DA33BE-2494-4995-85E6-4F0B73E68804},24.72372499,18,18,63,4934.294031,18,{239C7351-6675-4B26-B959-1D8B4D6371A5},L01-DP,63,DANAPOINT,21.31,2023-01-10,2023-01-10,2.28,0.1384020342195577,0.41746529026640855,0.471,0.3315294407619743,TRUE,0.1561503665988899,NA,0.2962936847817557,0.19791064555499266,3.515704755450843,18.328903308073393,6.076571063505873,NA,2.2116371902277536,8.689309436243045
TRANS,60,Streets and Roads,surface street,0.471,L02-166-2 (L02P25),3230251.552525917,74.15666835562192,20.375327660373095,31,2022-12-12T10:15:00Z,2612011,Dissolved,Grab,NA,NA,77635.2000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,0.6,NA,1.1,6.3,NA,NA,170,<0.2,NA,38,NA,<0.05,2.4,2.1,<0.2,<0.2,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,{3A11CF81-5CBC-49DA-954D-B3E5E34A8451},363.95293383,6,6,65,9672.861319,6,{FF3574C5-E460-4A7F-94BD-7DEF35298977},L02P25,65,TRABUCO,35.09,NA,NA,NA,NA,0.38203824355117516,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.21417989040354904,102.13468158450185,406.5876533093062,NA,NA,64.25023598871206,227.94288397873018
TRANS,60,Streets and Roads,surface street,0.471,L02-166-2 (L02P25),3230251.552525917,74.15666835562192,20.375327660373095,32,2022-12-12T10:15:00Z,2612001,Total,Grab,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,>=7000,>=14000,>=40000,NA,NA,NA,NA,NA,NA,343,{3A11CF81-5CBC-49DA-954D-B3E5E34A8451},363.95293383,6,6,65,9672.861319,6,{FF3574C5-E460-4A7F-94BD-7DEF35298977},L02P25,65,TRABUCO,35.09,NA,NA,NA,NA,0.38203824355117516,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.21417989040354904,102.13468158450185,406.5876533093062,NA,NA,64.25023598871206,227.94288397873018
TRANS,60,Streets and Roads,surface street,0.471,L02-166-2 (L02P25),3230251.552525917,74.15666835562192,20.375327660373095,33,2022-12-12T10:15:00Z,2612006,Total,Grab,NA,NA,77635.2000000001,<2,<2,<2,<2,2.08,<5,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,J2.4300000000000002,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J1.83,J1.49,<5,<5,<5,<5,<2,<5,<2,<10,<5,J3.56,J1.9,<10,J3.76,<4,<6,<25,<2,<2,6.9,0.68,74.0999999999999,1.3,6.9,7.4,259,300,0.25,17.8,40,9.6000000000000002E-2,<0.05,2.5,2.2000000000000002,<0.2,<0.2,7.8,24,0.13,77,1.5,1.2,0.35,H7.84,1.4,890,160,H19.2,520,<5.6,4.2,8.6,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,343,{3A11CF81-5CBC-49DA-954D-B3E5E34A8451},363.95293383,6,6,65,9672.861319,6,{FF3574C5-E460-4A7F-94BD-7DEF35298977},L02P25,65,TRABUCO,35.09,NA,NA,NA,NA,0.38203824355117516,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.21417989040354904,102.13468158450185,406.5876533093062,NA,NA,64.25023598871206,227.94288397873018
TRANS,60,Streets and Roads,surface street,0.471,L03-708-11 (L03P05),893930.9514866277,20.52191292977872,11.951638902297288,34,2022-12-12T11:25:00Z,2612013,Dissolved,Composite,2022-12-11T07:27:00Z,2022-12-12T06:27:00Z,52117.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.45,NA,1.3,10,NA,NA,<20,<0.2,NA,<1,NA,<0.05,4.5,0.71,<0.2,<0.2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.024027589990029814,0.3596912701136633,0.4709999999999999,0.06680059258162434,TRUE,0.031463079105945056,NA,0.2962936847817557,0.20310802481975251,21.45812259763522,137.11117901817823,9.159108007979484,NA,13.498739305630576,77.42300985589536
TRANS,60,Streets and Roads,surface street,0.471,L03-708-11 (L03P05),893930.9514866277,20.52191292977872,11.951638902297288,35,2022-12-12T11:25:00Z,2612003,Total,Grab,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14500,6400,>=6500,>=22000,NA,NA,NA,NA,NA,NA,229,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3596912701136633,0.4709999999999999,NA,TRUE,NA,NA,0.2962936847817557,0.20310802481975251,21.45812259763522,137.11117901817823,NA,NA,13.498739305630576,77.42300985589536
TRANS,60,Streets and Roads,surface street,0.471,L03-708-11 (L03P05),893930.9514866277,20.52191292977872,11.951638902297288,36,2022-12-12T11:25:00Z,2612008,Total,Composite,2022-12-11T07:27:00Z,2022-12-12T06:27:00Z,52117.8,<2,<2,<2,<2,<2,<5,J2.2599999999999998,<5,<5,J2.87,<10,J1.72,19,<5,16.3,<5,<5,<5,<5,<5,5.14,<4,<2,<2,<1,J3.91,<2,<1,<5,5.92,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,15.6,J2.63,<5,<5,<5,J4.45,<2,<5,<2,<10,<5,14.9,12.1,<10,22.2,<4,<6,<25,<2,<2,2,1.2,60.7,5.5,26,8,230,2800,2.1,18.8999999999999,110,0.12,<0.05,8.4,0.86,<0.2,<0.2,9.8,77,0.18,76,0.98,2.1,0.19,H7.42,1.3,850,170,H18.899999999999999,550,13,79,30,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,229,{63418C1C-734F-4A14-A489-860395E5E09F},171.70778799,408,408,29,10378.11366,408,{D0B00686-BBBD-4543-B725-46856EE3A1A0},L03P05,29,SULPHURCREEK,26.64,2022-12-11,2022-12-12,3.48,0.024027589990029814,0.3596912701136633,0.4709999999999999,0.06680059258162434,TRUE,0.031463079105945056,NA,0.2962936847817557,0.20310802481975251,21.45812259763522,137.11117901817823,9.159108007979484,NA,13.498739305630576,77.42300985589536
TRANS,60,Streets and Roads,surface street,0.471,L05-049-1,3117357.9533718983,71.56497756751884,14.963175917511323,37,2022-12-12T09:19:00Z,2612012,Dissolved,Grab,NA,NA,195647.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.94,NA,1.5,7.6,NA,NA,370,<0.2,NA,44,NA,<0.05,10,2.2999999999999901,<0.2,<0.2,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,{9F6ECA1D-6E3A-42B9-BCC9-0EF83F99334C},478.27356101,324,324,29,19141.5066,324,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},Horno/u,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3261867707523169,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.17722849008917385,74.82977184414905,346.33444865258014,NA,NA,47.07343700866454,188.1754163695718
TRANS,60,Streets and Roads,surface street,0.471,L05-049-1,3117357.9533718983,71.56497756751884,14.963175917511323,38,2022-12-12T09:19:00Z,2612002,Total,Grab,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,23000,23000,>=58000,NA,NA,NA,NA,NA,NA,356,{9F6ECA1D-6E3A-42B9-BCC9-0EF83F99334C},478.27356101,324,324,29,19141.5066,324,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},Horno/u,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3261867707523169,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.17722849008917385,74.82977184414905,346.33444865258014,NA,NA,47.07343700866454,188.1754163695718
TRANS,60,Streets and Roads,surface street,0.471,L05-049-1,3117357.9533718983,71.56497756751884,14.963175917511323,39,2022-12-12T09:19:00Z,2612007,Total,Grab,NA,NA,195647.7,<2,<2,<2,<2,<2,<5,<5,<5,<5,J1.03,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,283,<5,J2.19,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J2.35,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,5.71,J2.16,<10,J4.7699999999999996,<4,<6,<25,<2,<2,1.9,1.6,54.6,3.2,13,10,234,1700,0.65,23.8,120,9.5000000000000001E-2,<0.05,13,2.2999999999999901,<0.2,<0.2,12,46,0.27,83,2.4,1.8,0.7,H7.58,4.09999999999999,910,190,H19.100000000000001,580,<10,40,28,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,356,{9F6ECA1D-6E3A-42B9-BCC9-0EF83F99334C},478.27356101,324,324,29,19141.5066,324,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},Horno/u,29,SULPHURCREEK,26.64,NA,NA,NA,NA,0.3261867707523169,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.17722849008917385,74.82977184414905,346.33444865258014,NA,NA,47.07343700866454,188.1754163695718
TRANS,60,Streets and Roads,surface street,0.471,M01-088-1,782600.10922973,17.96609824700547,5.90912439767914,40,2022-11-08T12:15:00Z,2568002,Total,Grab,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54000,31000,>=31000,>=93000,NA,NA,NA,NA,NA,NA,267,{624367CE-BA55-4FAB-8769-2C2A4A455746},304.03967077,2330,2330,24,4956.209195,2330,{8624483B-B427-44C6-9F2A-827B2137D948},SC-Fortuna; (Ave Fortuna and Portico del Sur in San Clemente),24,PALISADES,25.29,NA,NA,NA,NA,0.25601067882094547,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.14643257746583804,17.833733018170655,164.0423257736488,NA,NA,11.218731357468885,93.8286663945238
TRANS,60,Streets and Roads,surface street,0.471,M01-088-1,782600.10922973,17.96609824700547,5.90912439767914,41,2022-11-08T12:54:00Z,2573004,Dissolved,Grab,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,4.4000000000000004,NA,0.82,8.4,NA,NA,42,<0.2,NA,440,NA,<0.05,49,1.4,<0.2,<0.2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,{624367CE-BA55-4FAB-8769-2C2A4A455746},304.03967077,2330,2330,24,4956.209195,2330,{8624483B-B427-44C6-9F2A-827B2137D948},SC-Fortuna; (Ave Fortuna and Portico del Sur in San Clemente),24,PALISADES,25.29,NA,NA,NA,NA,0.25601067882094547,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.14643257746583804,17.833733018170655,164.0423257736488,NA,NA,11.218731357468885,93.8286663945238
TRANS,60,Streets and Roads,surface street,0.471,M01-088-1,782600.10922973,17.96609824700547,5.90912439767914,42,2022-11-08T12:54:00Z,2573002,Total,Grab,NA,NA,0.473,<2,<2,<2,<2,<2,J2.5099999999999998,<5,<5,<5,<5,<10,<5,<5,<5,J2.57,<5,<5,<5,<5,<5,J1.66,<4,<2,<2,<1,J3.41,<2,<1,<5,5.19,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,J3.98,J1.6,<5,<5,<5,<5,<2,<5,<2,<10,<5,8.76,J4,<10,6.92,<4,<6,55.8,<2,<2,2.8,6.4,82.2,9.5,15,11,510,5600,1.5,74,570,8.7999999999999898E-2,<0.05,60,1.6,<0.2,<0.2,11,66,0.21,180,2,2,H0.25,H7.05,1.4,2100,670,H21.6,1300,24,NA,53,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,267,{624367CE-BA55-4FAB-8769-2C2A4A455746},304.03967077,2330,2330,24,4956.209195,2330,{8624483B-B427-44C6-9F2A-827B2137D948},SC-Fortuna; (Ave Fortuna and Portico del Sur in San Clemente),24,PALISADES,25.29,NA,NA,NA,NA,0.25601067882094547,0.471,NA,TRUE,NA,NA,0.2962936847817557,0.14643257746583804,17.833733018170655,164.0423257736488,NA,NA,11.218731357468885,93.8286663945238
